Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	protein-glutamine gamma-glutamyltransferase activity (GO:0003810)	3.438464e-01	7.239046e-01	0	0	3.002433e+00	3.205279e+00	F13A1
GO_Molecular_Function_2021	pyruvate transmembrane transporter activity (GO:0050833)	3.438464e-01	7.239046e-01	0	0	3.002433e+00	3.205279e+00	MPC2
GO_Molecular_Function_2021	tubulin binding (GO:0015631)	3.482502e-01	7.239046e-01	0	0	1.109977e+00	1.170841e+00	GABARAPL2;GABARAPL1;GPAA1;PDCD5;MX1;RAB11A;DNM2;GOLGA2;EML6;MAP1LC3B;PAK1;KIF2A;OPA1;VAPA;TPR;TUBGCP5;ALDOA;GAS2L1;EMD;MAPRE2;CDK5RAP2;ARL8B;CLASP2;SNCA
GO_Molecular_Function_2021	phosphotransferase activity, phosphate group as acceptor (GO:0016776)	3.514155e-01	7.239046e-01	0	0	1.501584e+00	1.570335e+00	AK1;CMPK1;AK3
GO_Molecular_Function_2021	lipase activity (GO:0016298)	3.523271e-01	7.239046e-01	0	0	1.386191e+00	1.446068e+00	ABHD16A;PLBD1;LIPA;MGLL
GO_Molecular_Function_2021	metalloexopeptidase activity (GO:0008235)	3.523271e-01	7.239046e-01	0	0	1.386191e+00	1.446068e+00	NPEPPS;XPNPEP1;LTA4H;METAP2
GO_Molecular_Function_2021	magnesium ion binding (GO:0000287)	3.631808e-01	7.239046e-01	0	0	1.148842e+00	1.163610e+00	SPHK1;TESC;CDC42BPB;NLK;YDJC;NUDT3;MSH6;NT5C3A;OPA1;MTHFD2;RHEB;DCTPP1;SNCA
GO_Molecular_Function_2021	ubiquitin binding (GO:0043130)	3.693363e-01	7.239046e-01	0	0	1.201565e+00	1.196816e+00	USP5;UBXN11;TOLLIP;NUP62;HSPB1;RBCK1;RAD23B;VPS28
GO_Molecular_Function_2021	motor activity (GO:0003774)	3.707105e-01	7.239046e-01	0	0	1.287178e+00	1.277311e+00	MYL6;KIF2A;MYH9;KIFC3;DYNLRB1
GO_Molecular_Function_2021	RNA polymerase core enzyme binding (GO:0043175)	3.759548e-01	7.239046e-01	0	0	1.334742e+00	1.305760e+00	CTR9;SUPT4H1;HNRNPU;CCAR2
GO_Molecular_Function_2021	telomeric DNA binding (GO:0042162)	3.759548e-01	7.239046e-01	0	0	1.334742e+00	1.305760e+00	UPF1;ACD;RPA1;UPF3A
GO_Molecular_Function_2021	1-phosphatidylinositol binding (GO:0005545)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	EPB41;SNX9
GO_Molecular_Function_2021	1-phosphatidylinositol-3-kinase regulator activity (GO:0046935)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	SOCS2;SLA2
GO_Molecular_Function_2021	3'-5' DNA helicase activity (GO:0043138)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	MCM7;MCM2
GO_Molecular_Function_2021	bHLH transcription factor binding (GO:0043425)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	PSMD9;USF2
GO_Molecular_Function_2021	U6 snRNA binding (GO:0017070)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	LSM7;LSM4
GO_Molecular_Function_2021	MAP kinase kinase activity (GO:0004708)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	MAPKAPK3;MAPK14
GO_Molecular_Function_2021	NAD+ binding (GO:0070403)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	UXS1;CRYL1
GO_Molecular_Function_2021	nucleoside diphosphate kinase activity (GO:0004550)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	AK1;CMPK1
GO_Molecular_Function_2021	phosphatase activator activity (GO:0019211)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	CALM3;CALM1
GO_Molecular_Function_2021	pseudouridine synthase activity (GO:0009982)	3.785471e-01	7.239046e-01	0	0	1.637825e+00	1.591007e+00	RPUSD4;RPUSD1
GO_Molecular_Function_2021	active ion transmembrane transporter activity (GO:0022853)	3.797987e-01	7.239046e-01	0	0	1.422438e+00	1.377082e+00	NDUFA4;COX6A1;UQCRH
GO_Molecular_Function_2021	calcium-dependent phospholipid binding (GO:0005544)	3.797987e-01	7.239046e-01	0	0	1.422438e+00	1.377082e+00	CPNE5;PLA2G4C;CPNE1
GO_Molecular_Function_2021	gamma-tubulin binding (GO:0043015)	3.797987e-01	7.239046e-01	0	0	1.422438e+00	1.377082e+00	PAK1;TUBGCP5;CDK5RAP2
GO_Molecular_Function_2021	poly-pyrimidine tract binding (GO:0008187)	3.797987e-01	7.239046e-01	0	0	1.422438e+00	1.377082e+00	PTBP1;SSB;HNRNPU
GO_Molecular_Function_2021	microtubule binding (GO:0008017)	3.844237e-01	7.239046e-01	0	0	1.103760e+00	1.055206e+00	GABARAPL2;MACF1;MX1;RAB11A;DNM2;GOLGA2;EML6;MAP1LC3B;KIF2A;STIM1;OPA1;VAPA;TUBGCP5;GAS2L1;MAPRE2;CEP290;CDK5RAP2;CLASP2
GO_Molecular_Function_2021	damaged DNA binding (GO:0003684)	3.913232e-01	7.239046e-01	0	0	1.251322e+00	1.174017e+00	MPG;RPA3;RPA1;HMGB1;SMC6
GO_Molecular_Function_2021	ubiquitin protein ligase activity (GO:0061630)	3.931771e-01	7.239046e-01	0	0	1.087905e+00	1.015554e+00	KCMF1;RNF10;RNF11;UBE3C;UHRF2;SIAH2;RNF8;RC3H1;RNF5;RBX1;CDC42;RNF115;RNF113A;RNF114;RNF149;MKRN1;UBE2O;TRIM58;RBBP6;RNF130;RNF187
GO_Molecular_Function_2021	ubiquitin conjugating enzyme binding (GO:0031624)	4.079009e-01	7.239046e-01	0	0	1.351206e+00	1.211669e+00	DCUN1D5;SIAH2;TOLLIP
GO_Molecular_Function_2021	general transcription initiation factor binding (GO:0140296)	4.079009e-01	7.239046e-01	0	0	1.351206e+00	1.211669e+00	DRAP1;GTF2A1;HHEX
GO_Molecular_Function_2021	miRNA binding (GO:0035198)	4.079009e-01	7.239046e-01	0	0	1.351206e+00	1.211669e+00	RC3H1;YBX1;PUM2
GO_Molecular_Function_2021	protein serine/threonine/tyrosine kinase activity (GO:0004712)	4.079009e-01	7.239046e-01	0	0	1.351206e+00	1.211669e+00	MAPKAPK3;AKT1;MAPK14
GO_Molecular_Function_2021	ABC-type glutathione S-conjugate transporter activity (GO:0015431)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ABCC3
GO_Molecular_Function_2021	serine C-palmitoyltransferase activity (GO:0004758)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SPTSSA
GO_Molecular_Function_2021	sodium channel inhibitor activity (GO:0019871)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	COMMD1
GO_Molecular_Function_2021	thiol oxidase activity (GO:0016972)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	P4HB
GO_Molecular_Function_2021	TPR domain binding (GO:0030911)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	HSP90AA1
GO_Molecular_Function_2021	beta-2 adrenergic receptor binding (GO:0031698)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	GNAS
GO_Molecular_Function_2021	BH domain binding (GO:0051400)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	BCL2L1
GO_Molecular_Function_2021	BH3 domain binding (GO:0051434)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	BCL2L1
GO_Molecular_Function_2021	bile acid binding (GO:0032052)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PYGL
GO_Molecular_Function_2021	C-acyltransferase activity (GO:0016408)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ACAT1
GO_Molecular_Function_2021	C-palmitoyltransferase activity (GO:0016454)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SPTSSA
GO_Molecular_Function_2021	ubiquinol-cytochrome-c reductase activity (GO:0008121)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	UQCRH
GO_Molecular_Function_2021	calmodulin-dependent protein phosphatase activity (GO:0033192)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PPM1A
GO_Molecular_Function_2021	cAMP-dependent protein kinase activity (GO:0004691)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PRKAA1
GO_Molecular_Function_2021	carbonate dehydratase activity (GO:0004089)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CA2
GO_Molecular_Function_2021	cardiolipin binding (GO:1901612)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	OPA1
GO_Molecular_Function_2021	carnitine O-acyltransferase activity (GO:0016406)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CPT1A
GO_Molecular_Function_2021	clathrin light chain binding (GO:0032051)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	HIP1
GO_Molecular_Function_2021	complement component C3b binding (GO:0001851)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PHB
GO_Molecular_Function_2021	cyclic nucleotide-dependent protein kinase activity (GO:0004690)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PRKAA1
GO_Molecular_Function_2021	epoxide hydrolase activity (GO:0004301)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	LTA4H
GO_Molecular_Function_2021	fructose binding (GO:0070061)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ALDOA
GO_Molecular_Function_2021	G protein-coupled serotonin receptor binding (GO:0031821)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	GNA15
GO_Molecular_Function_2021	histone demethylase activity (H3-K27 specific) (GO:0071558)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	KDM6B
GO_Molecular_Function_2021	histone serine kinase activity (GO:0035174)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PRKAA1
GO_Molecular_Function_2021	histone threonine kinase activity (GO:0035184)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PRKCB
GO_Molecular_Function_2021	hormone receptor binding (GO:0051427)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SOCS2
GO_Molecular_Function_2021	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ACYP1
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ARG2
GO_Molecular_Function_2021	intracellular calcium activated chloride channel activity (GO:0005229)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ANO6
GO_Molecular_Function_2021	intracellular chloride channel activity (GO:0061778)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ANO6
GO_Molecular_Function_2021	L-serine transmembrane transporter activity (GO:0015194)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SLC38A5
GO_Molecular_Function_2021	lipid kinase activity (GO:0001727)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SPHK1
GO_Molecular_Function_2021	MHC class I receptor activity (GO:0032393)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	MR1
GO_Molecular_Function_2021	MHC class II protein binding (GO:0042289)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CD74
GO_Molecular_Function_2021	N-acylsphingosine amidohydrolase activity (GO:0017040)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ASAH1
GO_Molecular_Function_2021	NAD(P)H oxidase H2O2-forming activity (GO:0016174)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CYB5R4
GO_Molecular_Function_2021	NEDD8 transferase activity (GO:0019788)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	RBX1
GO_Molecular_Function_2021	neurexin family protein binding (GO:0042043)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SYTL4
GO_Molecular_Function_2021	neurotrophin TRK receptor binding (GO:0005167)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	GRB2
GO_Molecular_Function_2021	neurotrophin TRKA receptor binding (GO:0005168)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	GRB2
GO_Molecular_Function_2021	nitric-oxide synthase binding (GO:0050998)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	ACTB
GO_Molecular_Function_2021	nucleoside kinase activity (GO:0019206)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CMPK1
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	MSRB1
GO_Molecular_Function_2021	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PDHB
GO_Molecular_Function_2021	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	MTMR2
GO_Molecular_Function_2021	phospholipase inhibitor activity (GO:0004859)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	SNCA
GO_Molecular_Function_2021	protein binding involved in heterotypic cell-cell adhesion (GO:0086080)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	CD47
GO_Molecular_Function_2021	pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740)	4.094616e-01	7.239046e-01	0	0	2.251642e+00	2.010519e+00	PDK1
GO_Molecular_Function_2021	polyubiquitin modification-dependent protein binding (GO:0031593)	4.118824e-01	7.255064e-01	0	0	1.217403e+00	1.079858e+00	VCP;ZFAND2B;UBQLN1;TAB2;RAD23B
GO_Molecular_Function_2021	syntaxin-1 binding (GO:0017075)	4.152763e-01	7.255064e-01	0	0	1.501217e+00	1.319287e+00	SYPL1;STXBP2
GO_Molecular_Function_2021	transforming growth factor beta receptor binding (GO:0005160)	4.152763e-01	7.255064e-01	0	0	1.501217e+00	1.319287e+00	FKBP1A;TGFB1
GO_Molecular_Function_2021	peptidase activator activity involved in apoptotic process (GO:0016505)	4.152763e-01	7.255064e-01	0	0	1.501217e+00	1.319287e+00	CARD8;ATP2A3
GO_Molecular_Function_2021	phosphatidylinositol-3-phosphatase activity (GO:0004438)	4.152763e-01	7.255064e-01	0	0	1.501217e+00	1.319287e+00	MTMR2;PTEN
GO_Molecular_Function_2021	core promoter sequence-specific DNA binding (GO:0001046)	4.228864e-01	7.370590e-01	0	0	1.242489e+00	1.069351e+00	DRAP1;GTF2A1;UBTF;TBPL1
GO_Molecular_Function_2021	5'-3' RNA polymerase activity (GO:0034062)	4.356041e-01	7.478133e-01	0	0	1.286759e+00	1.069324e+00	POLR2E;POLR3H;POLR2L
GO_Molecular_Function_2021	kinase activator activity (GO:0019209)	4.356041e-01	7.478133e-01	0	0	1.286759e+00	1.069324e+00	WNT11;RGCC;RPLP1
GO_Molecular_Function_2021	palmitoyltransferase activity (GO:0016409)	4.356041e-01	7.478133e-01	0	0	1.286759e+00	1.069324e+00	ZDHHC5;ZDHHC24;GLUL
GO_Molecular_Function_2021	channel activity (GO:0015267)	4.508783e-01	7.478133e-01	0	0	1.385627e+00	1.103732e+00	PANX1;P2RX5
GO_Molecular_Function_2021	R-SMAD binding (GO:0070412)	4.508783e-01	7.478133e-01	0	0	1.385627e+00	1.103732e+00	PPM1A;RGCC
GO_Molecular_Function_2021	ubiquitin-like protein ligase activity (GO:0061659)	4.590581e-01	7.478133e-01	0	0	1.045230e+00	8.137937e-01	KCMF1;RNF10;RNF11;UBE3C;UHRF2;SIAH2;RNF8;RC3H1;RNF5;RBX1;CDC42;RNF115;RNF113A;RNF114;RNF149;MKRN1;UBE2O;TRIM58;RBBP6;RNF130;RNF187
GO_Molecular_Function_2021	histone methyltransferase activity (GO:0042054)	4.628057e-01	7.478133e-01	0	0	1.228170e+00	9.462409e-01	FBL;SETDB1;SMYD3
GO_Molecular_Function_2021	1-acylglycerophosphocholine O-acyltransferase activity (GO:0047184)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	PRDX6
GO_Molecular_Function_2021	ribosomal protein S6 kinase activity (GO:0004711)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	RPS6KB2
GO_Molecular_Function_2021	1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	PIK3CG
GO_Molecular_Function_2021	sequence-specific mRNA binding (GO:1990825)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	SSB
GO_Molecular_Function_2021	signal recognition particle binding (GO:0005047)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	DERL1
GO_Molecular_Function_2021	adenosine deaminase activity (GO:0004000)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	ADA
GO_Molecular_Function_2021	solute:cation symporter activity (GO:0015294)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	CTNS
GO_Molecular_Function_2021	alpha-mannosidase activity (GO:0004559)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	MAN2C1
GO_Molecular_Function_2021	supercoiled DNA binding (GO:0097100)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	HMGB1
GO_Molecular_Function_2021	bubble DNA binding (GO:0000405)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	HMGB1
GO_Molecular_Function_2021	vascular endothelial growth factor receptor binding (GO:0005172)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	ITGB3
GO_Molecular_Function_2021	voltage-gated chloride channel activity (GO:0005247)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	ANO6
GO_Molecular_Function_2021	chromo shadow domain binding (GO:0070087)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	NIPBL
GO_Molecular_Function_2021	cytidylyltransferase activity (GO:0070567)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	CMAS
GO_Molecular_Function_2021	interleukin-6 receptor binding (GO:0005138)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	IL6R
GO_Molecular_Function_2021	intracellular ligand-gated ion channel activity (GO:0005217)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	RASA3
GO_Molecular_Function_2021	mismatched DNA binding (GO:0030983)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	MSH6
GO_Molecular_Function_2021	NADH dehydrogenase activity (GO:0003954)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	NDUFA13
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor (GO:0016670)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	P4HB
GO_Molecular_Function_2021	peptidoglycan binding (GO:0042834)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	HK1
GO_Molecular_Function_2021	peroxisome proliferator activated receptor binding (GO:0042975)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	TACC1
GO_Molecular_Function_2021	phosphate ion binding (GO:0042301)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	MTHFD2
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	INPP5K
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate phosphatase activity (GO:0106019)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	INPP5K
GO_Molecular_Function_2021	phosphofructokinase activity (GO:0008443)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	PFKP
GO_Molecular_Function_2021	potassium ion binding (GO:0030955)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	ACAT1
GO_Molecular_Function_2021	prostaglandin receptor activity (GO:0004955)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	PTGIR
GO_Molecular_Function_2021	protein serine/threonine phosphatase inhibitor activity (GO:0004865)	4.685197e-01	7.478133e-01	0	0	1.801168e+00	1.365604e+00	PPP1R14A
GO_Molecular_Function_2021	cysteine-type peptidase activity (GO:0008234)	4.774349e-01	7.478133e-01	0	0	1.087003e+00	8.036513e-01	USP5;CASP6;CTSL;USP10;CASP3;CTSZ;USP12
GO_Molecular_Function_2021	RNA methyltransferase activity (GO:0008173)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	FBL;MEPCE
GO_Molecular_Function_2021	transforming growth factor beta binding (GO:0050431)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	ACVR1;THBS1
GO_Molecular_Function_2021	calmodulin-dependent protein kinase activity (GO:0004683)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	MAPKAPK3;CAMK1
GO_Molecular_Function_2021	carboxypeptidase activity (GO:0004180)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	CTSA;CTSZ
GO_Molecular_Function_2021	phosphatidylinositol 3-kinase regulator activity (GO:0035014)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	SOCS2;SLA2
GO_Molecular_Function_2021	phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	4.852112e-01	7.478133e-01	0	0	1.286549e+00	9.303950e-01	MTMR2;PTEN
GO_Molecular_Function_2021	DNA secondary structure binding (GO:0000217)	4.894180e-01	7.478133e-01	0	0	1.174676e+00	8.393508e-01	YY1;MSH6;HMGB1
GO_Molecular_Function_2021	DNA-directed 5'-3' RNA polymerase activity (GO:0003899)	4.894180e-01	7.478133e-01	0	0	1.174676e+00	8.393508e-01	POLR2E;POLR3H;POLR2L
GO_Molecular_Function_2021	phosphatase activity (GO:0016791)	5.121516e-01	7.478133e-01	0	0	1.072039e+00	7.173381e-01	NT5C;PPP5C;INPP5K;PTPRJ;NT5M
GO_Molecular_Function_2021	pyrophosphatase activity (GO:0016462)	5.134926e-01	7.478133e-01	0	0	1.091530e+00	7.275260e-01	NUDT1;BNIP2;DCTPP1;NUDT3
GO_Molecular_Function_2021	transcription corepressor binding (GO:0001222)	5.153667e-01	7.478133e-01	0	0	1.125640e+00	7.461602e-01	HDGF;NR1D1;ZBTB7A
GO_Molecular_Function_2021	copper ion binding (GO:0005507)	5.153667e-01	7.478133e-01	0	0	1.125640e+00	7.461602e-01	COMMD1;ATOX1;SNCA
GO_Molecular_Function_2021	endopeptidase regulator activity (GO:0061135)	5.153667e-01	7.478133e-01	0	0	1.125640e+00	7.461602e-01	CSTB;PSME3;SPINT2
GO_Molecular_Function_2021	NAD binding (GO:0051287)	5.153667e-01	7.478133e-01	0	0	1.125640e+00	7.461602e-01	UXS1;SORD;CRYL1
GO_Molecular_Function_2021	endopeptidase activity (GO:0004175)	5.174797e-01	7.478133e-01	0	0	1.014583e+00	6.683923e-01	NAPSA;USP5;USP10;CTSZ;USP12;FURIN;PARL;PSMB9;ADAM19;PSMA6;CTSL;PSMB3;CASP6;CASP3;CPNE1;TPP2
GO_Molecular_Function_2021	RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	5.180583e-01	7.478133e-01	0	0	1.015537e+00	6.678854e-01	HDAC5;GABARAPL1;CTDP1;CDKN2A;HSPB1;MAPK14;ACTB;MTDH;HIPK2;PSMA6;GFI1B;TAL1;CPNE1;TACC1;ATF4
GO_Molecular_Function_2021	ligand-gated cation channel activity (GO:0099094)	5.181730e-01	7.478133e-01	0	0	1.200682e+00	7.893836e-01	P2RX5;P2RX1
GO_Molecular_Function_2021	O-acyltransferase activity (GO:0008374)	5.181730e-01	7.478133e-01	0	0	1.200682e+00	7.893836e-01	PLA2G4C;PRDX6
GO_Molecular_Function_2021	phosphatidylinositol-4-phosphate binding (GO:0070273)	5.181730e-01	7.478133e-01	0	0	1.200682e+00	7.893836e-01	SNX3;GOLPH3
GO_Molecular_Function_2021	poly(A) binding (GO:0008143)	5.181730e-01	7.478133e-01	0	0	1.200682e+00	7.893836e-01	HNRNPU;PPIE
GO_Molecular_Function_2021	3-hydroxyacyl-CoA dehydrogenase activity (GO:0003857)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	HADHA
GO_Molecular_Function_2021	ABC-type xenobiotic transporter activity (GO:0008559)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	ABCC3
GO_Molecular_Function_2021	acid-amino acid ligase activity (GO:0016881)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PPCS
GO_Molecular_Function_2021	serine transmembrane transporter activity (GO:0022889)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SLC38A5
GO_Molecular_Function_2021	activin-activated receptor activity (GO:0017002)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	ACVR1
GO_Molecular_Function_2021	alanine transmembrane transporter activity (GO:0022858)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SLC38A5
GO_Molecular_Function_2021	sulfurtransferase activity (GO:0016783)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MPST
GO_Molecular_Function_2021	SUMO-specific protease activity (GO:0016929)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SENP6
GO_Molecular_Function_2021	aromatic amino acid transmembrane transporter activity (GO:0015173)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SLC38A5
GO_Molecular_Function_2021	tumor necrosis factor-activated receptor activity (GO:0005031)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	TNFRSF14
GO_Molecular_Function_2021	type II transforming growth factor beta receptor binding (GO:0005114)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	TGFB1
GO_Molecular_Function_2021	calcium-dependent protein kinase activity (GO:0010857)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MAPKAPK3
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine kinase activity (GO:0009931)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MAPKAPK3
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PPM1A
GO_Molecular_Function_2021	CD4 receptor binding (GO:0042609)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	CD74
GO_Molecular_Function_2021	chloride channel inhibitor activity (GO:0019869)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	VTI1B
GO_Molecular_Function_2021	clathrin heavy chain binding (GO:0032050)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	CLTA
GO_Molecular_Function_2021	DNA N-glycosylase activity (GO:0019104)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MPG
