Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	FMN binding (GO:0010181)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PPCDC
GO_Molecular_Function_2021	G protein-coupled glutamate receptor binding (GO:0035256)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	HOMER2
GO_Molecular_Function_2021	histone kinase activity (GO:0035173)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PRKAA1
GO_Molecular_Function_2021	iron ion transmembrane transporter activity (GO:0005381)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SLC40A1
GO_Molecular_Function_2021	JUN kinase binding (GO:0008432)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PTK2
GO_Molecular_Function_2021	L-glutamine transmembrane transporter activity (GO:0015186)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	SLC38A5
GO_Molecular_Function_2021	metalloendopeptidase inhibitor activity (GO:0008191)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	TIMP1
GO_Molecular_Function_2021	mitogen-activated protein kinase kinase binding (GO:0031434)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	TRIB2
GO_Molecular_Function_2021	MutLalpha complex binding (GO:0032405)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MSH6
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MCM9
GO_Molecular_Function_2021	N6-methyladenosine-containing RNA binding (GO:1990247)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	YTHDF3
GO_Molecular_Function_2021	NAD-retinol dehydrogenase activity (GO:0004745)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	RDH11
GO_Molecular_Function_2021	oxidized DNA binding (GO:0032356)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MSH6
GO_Molecular_Function_2021	oxysterol binding (GO:0008142)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	INSIG1
GO_Molecular_Function_2021	phosphatidylethanolamine binding (GO:0008429)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	PEBP1
GO_Molecular_Function_2021	phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	INPP5K
GO_Molecular_Function_2021	phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018)	5.216753e-01	7.478133e-01	0	0	1.500852e+00	9.766189e-01	MTMR2
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	5.221538e-01	7.478133e-01	0	0	1.023228e+00	6.648867e-01	SNX3;VCP;TBK1;SPHK1;ANAPC5;KIFAP3;MAPK14;ANK1;PTK2;HSP90B1
GO_Molecular_Function_2021	double-stranded RNA binding (GO:0003725)	5.265127e-01	7.525975e-01	0	0	1.033292e+00	6.628358e-01	ZBP1;ACTN1;HNRNPU;RC3H1;MSN;TUBB4B;MTDH
GO_Molecular_Function_2021	ATP binding (GO:0005524)	5.329303e-01	7.603002e-01	0	0	1.000329e+00	6.295719e-01	ACVR1;HSPA9;NDUFA13;PXK;HSP90AA1;SPHK1;HNRNPU;MTHFS;PYGL;CDC42BPB;NLK;MSH6;PPP5C;P2RX5;GUK1;BTK;PGK1;AKT1;TLK1;MYH9;MAP4K5;PFKP
GO_Molecular_Function_2021	phosphatidylinositol-3-phosphate binding (GO:0032266)	5.405902e-01	7.694222e-01	0	0	1.080526e+00	6.646249e-01	SNX3;HIP1;WIPI1
GO_Molecular_Function_2021	nuclear receptor binding (GO:0016922)	5.487566e-01	7.694222e-01	0	0	1.000327e+00	6.002962e-01	PRKCB;WBP2;TGFB1I1;TAF10;LEF1;WIPI1;TACC1;GAS2L1;ZBTB7A;YWHAH
GO_Molecular_Function_2021	nucleosomal DNA binding (GO:0031492)	5.496945e-01	7.694222e-01	0	0	1.125548e+00	6.735196e-01	SMARCD2;ACTB
GO_Molecular_Function_2021	peptidase activator activity (GO:0016504)	5.496945e-01	7.694222e-01	0	0	1.125548e+00	6.735196e-01	VCP;PSME3
GO_Molecular_Function_2021	2-oxoglutarate-dependent dioxygenase activity (GO:0016706)	5.650388e-01	7.694222e-01	0	0	1.038883e+00	5.930577e-01	ALKBH2;EGLN3;EGLN2
GO_Molecular_Function_2021	histone acetyltransferase activity (GO:0004402)	5.650388e-01	7.694222e-01	0	0	1.038883e+00	5.930577e-01	TAF10;USP22;ARRB1
GO_Molecular_Function_2021	acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)	5.688341e-01	7.694222e-01	0	0	1.000325e+00	5.643501e-01	NAA10;SPHK1;PLA2G4C;ZDHHC5;CERS2
GO_Molecular_Function_2021	RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	UBTF
GO_Molecular_Function_2021	RNA polymerase I transcription regulatory region sequence-specific DNA binding (GO:0001163)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	UBTF
GO_Molecular_Function_2021	transferrin receptor binding (GO:1990459)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	SNX4
GO_Molecular_Function_2021	basic amino acid transmembrane transporter activity (GO:0015174)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	SLC38A5
GO_Molecular_Function_2021	tropomyosin binding (GO:0005523)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	TMOD3
GO_Molecular_Function_2021	calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	CAPN1
GO_Molecular_Function_2021	cAMP response element binding (GO:0035497)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	ATF7
GO_Molecular_Function_2021	death receptor binding (GO:0005123)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	MYD88
GO_Molecular_Function_2021	eukaryotic initiation factor 4E binding (GO:0008190)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	HHEX
GO_Molecular_Function_2021	histone methyltransferase activity (H3-K9 specific) (GO:0046974)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	SETDB1
GO_Molecular_Function_2021	insulin-like growth factor I binding (GO:0031994)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	ITGB3
GO_Molecular_Function_2021	leucine zipper domain binding (GO:0043522)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	ATF4
GO_Molecular_Function_2021	ligand-gated calcium channel activity (GO:0099604)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	RASA3
GO_Molecular_Function_2021	mannosidase activity (GO:0015923)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	MAN2C1
GO_Molecular_Function_2021	monocarboxylic acid binding (GO:0033293)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	PYGL
GO_Molecular_Function_2021	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	CYB5R4
GO_Molecular_Function_2021	peptide N-acetyltransferase activity (GO:0034212)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	NAA10
GO_Molecular_Function_2021	phosphatidylglycerol binding (GO:1901611)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	OPA1
GO_Molecular_Function_2021	phosphatidylinositol transfer activity (GO:0008526)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	PITPNM2
GO_Molecular_Function_2021	phosphatidylinositol-5-phosphate binding (GO:0010314)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	SNX3
GO_Molecular_Function_2021	poly(G) binding (GO:0034046)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	HNRNPU
GO_Molecular_Function_2021	RAGE receptor binding (GO:0050786)	5.695182e-01	7.694222e-01	0	0	1.286340e+00	7.241639e-01	HMGB1
GO_Molecular_Function_2021	DNA-binding transcription factor binding (GO:0140297)	5.719097e-01	7.712431e-01	0	0	9.783410e-01	5.466718e-01	TLE3;HDAC5;HSPB1;HMGB1;YWHAZ;USF2;MTDH;HIPK2;PSMD9;GFI1B;HHEX;TAL1;ZBTB7A;PTMA;ATF4
GO_Molecular_Function_2021	small GTPase binding (GO:0031267)	5.743652e-01	7.731437e-01	0	0	9.768242e-01	5.416391e-01	RANBP1;RABGAP1L;MAPKAP1;BRK1;CIB1;BICD2;TRIOBP;GGA1;PAK1;TBC1D20;FLNA;RIN3;RILP;RAB8A
GO_Molecular_Function_2021	tRNA binding (GO:0000049)	5.768982e-01	7.751414e-01	0	0	1.000325e+00	5.502683e-01	RPUSD4;YRDC;MRPS27;SSB
GO_Molecular_Function_2021	catalytic activity, acting on a tRNA (GO:0140101)	5.886735e-01	7.884874e-01	0	0	1.000325e+00	5.300558e-01	NT5C3A;MTFMT;ELAC2
GO_Molecular_Function_2021	phosphatidylinositol binding (GO:0035091)	5.889649e-01	7.884874e-01	0	0	9.693887e-01	5.131834e-01	SNX4;SH3YL1;HIP1;GPAA1;EPB41;PITPNM2;SNX9
GO_Molecular_Function_2021	telomerase RNA binding (GO:0070034)	6.082728e-01	7.902250e-01	0	0	1.000325e+00	4.972932e-01	HNRNPU;SNRPD3
GO_Molecular_Function_2021	protein-cysteine S-palmitoyltransferase activity (GO:0019706)	6.082728e-01	7.902250e-01	0	0	1.000325e+00	4.972932e-01	ZDHHC24;GLUL
GO_Molecular_Function_2021	protein-lysine N-methyltransferase activity (GO:0016279)	6.082728e-01	7.902250e-01	0	0	1.000325e+00	4.972932e-01	SETDB1;SMYD3
GO_Molecular_Function_2021	ubiquitin conjugating enzyme activity (GO:0061631)	6.114647e-01	7.902250e-01	0	0	9.645207e-01	4.744458e-01	UBE2B;UBE2E3;UBE2O
GO_Molecular_Function_2021	regulatory RNA binding (GO:0061980)	6.114647e-01	7.902250e-01	0	0	9.645207e-01	4.744458e-01	RC3H1;YBX1;PUM2
GO_Molecular_Function_2021	1-phosphatidylinositol-3-kinase activity (GO:0016303)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	PIK3CG
GO_Molecular_Function_2021	alcohol dehydrogenase (NADP+) activity (GO:0008106)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	RDH11
GO_Molecular_Function_2021	alkali metal ion binding (GO:0031420)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	ACAT1
GO_Molecular_Function_2021	armadillo repeat domain binding (GO:0070016)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	LEF1
GO_Molecular_Function_2021	ATP transmembrane transporter activity (GO:0005347)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	SLC25A24
GO_Molecular_Function_2021	transforming growth factor beta-activated receptor activity (GO:0005024)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	ACVR1
GO_Molecular_Function_2021	cAMP response element binding protein binding (GO:0008140)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	ATF4
GO_Molecular_Function_2021	death receptor activity (GO:0005035)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	TNFRSF14
GO_Molecular_Function_2021	endopeptidase activator activity (GO:0061133)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	PSME3
GO_Molecular_Function_2021	G protein-coupled purinergic nucleotide receptor activity (GO:0045028)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	PTAFR
GO_Molecular_Function_2021	insulin-like growth factor binding (GO:0005520)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	ITGB3
GO_Molecular_Function_2021	low-density lipoprotein particle binding (GO:0030169)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	THBS1
GO_Molecular_Function_2021	O-methyltransferase activity (GO:0008171)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	MEPCE
GO_Molecular_Function_2021	oxidized purine DNA binding (GO:0032357)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	MSH6
GO_Molecular_Function_2021	peptide alpha-N-acetyltransferase activity (GO:0004596)	6.125788e-01	7.902250e-01	0	0	1.125456e+00	5.515610e-01	NAA10
GO_Molecular_Function_2021	ubiquitin-protein transferase activity (GO:0004842)	6.127184e-01	7.902250e-01	0	0	9.590027e-01	4.697673e-01	RNF10;RNF11;UHRF2;UBE3C;SEL1L;RNF8;RNF5;CDC42;RNF115;RNF113A;RNF114;FBXO3;RBBP6;RNF130;RSPRY1;KCMF1;UBE2B;UBE2E3;SIAH2;RC3H1;RBX1;RNF149;KCTD10;MKRN1;TRIM58;UBE2O;RBCK1;RNF141;RNF187
GO_Molecular_Function_2021	double-stranded DNA binding (GO:0003690)	6.163955e-01	7.935824e-01	0	0	9.581269e-01	4.636055e-01	GMEB1;CEBPB;ATF6B;MAX;CEBPG;LEF1;HNRNPU;PRDM1;HMGB1;YBX1;GATA2;YY1;CAMTA1;ZNF524;MYBL2;ZBTB7A;ZBP1;NFE2;PCID2;JUND;NR1D1;KLF3;USF2;PBX1;SREBF2;NFKB2;MSH6;GFI1B;ATF7;HDGF;ATF4
GO_Molecular_Function_2021	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	6.274751e-01	8.064420e-01	0	0	9.310345e-01	4.339098e-01	NT5C3A;PKM;GK;SPHK1;PIK3CG;HK1
GO_Molecular_Function_2021	ATPase regulator activity (GO:0060590)	6.333920e-01	8.076116e-01	0	0	9.311857e-01	4.252406e-01	DNAJC19;DNAJB6;DNAJC15
GO_Molecular_Function_2021	microtubule motor activity (GO:0003777)	6.333920e-01	8.076116e-01	0	0	9.311857e-01	4.252406e-01	KIF2A;KIFC3;DYNLRB1
GO_Molecular_Function_2021	transition metal ion transmembrane transporter activity (GO:0046915)	6.353104e-01	8.076116e-01	0	0	9.475991e-01	4.298703e-01	SLC40A1;SLC39A3
GO_Molecular_Function_2021	tumor necrosis factor receptor superfamily binding (GO:0032813)	6.353104e-01	8.076116e-01	0	0	9.475991e-01	4.298703e-01	TNFSF4;MYD88
GO_Molecular_Function_2021	WW domain binding (GO:0050699)	6.353104e-01	8.076116e-01	0	0	9.475991e-01	4.298703e-01	NFE2;TCEAL4
GO_Molecular_Function_2021	inorganic cation transmembrane transporter activity (GO:0022890)	6.353104e-01	8.076116e-01	0	0	9.475991e-01	4.298703e-01	P2RX1;ATP6V1F
GO_Molecular_Function_2021	ribonuclease P RNA binding (GO:0033204)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	POP7
GO_Molecular_Function_2021	1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	AGPAT1
GO_Molecular_Function_2021	RNA stem-loop binding (GO:0035613)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	RC3H1
GO_Molecular_Function_2021	chloride channel regulator activity (GO:0017081)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	VTI1B
GO_Molecular_Function_2021	enoyl-CoA hydratase activity (GO:0004300)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	HADHA
GO_Molecular_Function_2021	H4 histone acetyltransferase activity (GO:0010485)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	USP22
GO_Molecular_Function_2021	histone methyltransferase binding (GO:1990226)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	CBX3
GO_Molecular_Function_2021	ion gated channel activity (GO:0022839)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	ANO6
GO_Molecular_Function_2021	nucleotide diphosphatase activity (GO:0004551)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	NUDT3
GO_Molecular_Function_2021	nucleotidyltransferase activity (GO:0016779)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	YRDC
GO_Molecular_Function_2021	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	CYB5R4
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	PYCR2
GO_Molecular_Function_2021	racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	DSE
GO_Molecular_Function_2021	retinoid X receptor binding (GO:0046965)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	TACC1
GO_Molecular_Function_2021	ribonuclease P activity (GO:0004526)	6.513349e-01	8.076116e-01	0	0	1.000324e+00	4.288704e-01	POP7
GO_Molecular_Function_2021	adenyl ribonucleotide binding (GO:0032559)	6.683691e-01	8.273446e-01	0	0	9.243192e-01	3.724219e-01	ACVR1;HSPA9;NDUFA13;PXK;HSP90AA1;SPHK1;HNRNPU;MTHFS;PYGL;CDC42BPB;NLK;MSH6;PPP5C;P2RX5;GUK1;BTK;PGK1;AKT1;TLK1;MYH9;MAP4K5;PFKP
GO_Molecular_Function_2021	heme binding (GO:0020037)	6.712395e-01	8.295083e-01	0	0	8.779774e-01	3.499875e-01	CYB5R4;PGRMC1;EIF2AK1;NR1D1
GO_Molecular_Function_2021	ubiquitin-like protein conjugating enzyme activity (GO:0061650)	6.746105e-01	8.299739e-01	0	0	8.709677e-01	3.428301e-01	UBE2B;UBE2E3;UBE2O
GO_Molecular_Function_2021	transmembrane receptor protein kinase activity (GO:0019199)	6.849530e-01	8.299739e-01	0	0	8.572124e-01	3.243735e-01	ACVR1;CSF1R
GO_Molecular_Function_2021	mRNA 5'-UTR binding (GO:0048027)	6.849530e-01	8.299739e-01	0	0	8.572124e-01	3.243735e-01	SYNCRIP;SHMT2
GO_Molecular_Function_2021	poly-purine tract binding (GO:0070717)	6.849530e-01	8.299739e-01	0	0	8.572124e-01	3.243735e-01	HNRNPU;PPIE
GO_Molecular_Function_2021	mRNA 3'-UTR binding (GO:0003730)	6.861852e-01	8.299739e-01	0	0	8.706842e-01	3.279063e-01	CARHSP1;SECISBP2;HNRNPU;RC3H1;ZFP36L1;PUM2
GO_Molecular_Function_2021	ubiquitin-ubiquitin ligase activity (GO:0034450)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	RBX1
GO_Molecular_Function_2021	carbohydrate kinase activity (GO:0019200)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	HK1
GO_Molecular_Function_2021	G protein-coupled chemoattractant receptor activity (GO:0001637)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	CX3CR1
GO_Molecular_Function_2021	I-SMAD binding (GO:0070411)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	TGFB1I1
GO_Molecular_Function_2021	lipoprotein particle binding (GO:0071813)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	THBS1
GO_Molecular_Function_2021	phosphatidylinositol 3-kinase activity (GO:0035004)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	PIK3CG
GO_Molecular_Function_2021	phosphatidylinositol phospholipase C activity (GO:0004435)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	CCL5
GO_Molecular_Function_2021	phosphotransferase activity, for other substituted phosphate groups (GO:0016780)	6.862166e-01	8.299739e-01	0	0	9.002190e-01	3.389883e-01	GNPTAB
GO_Molecular_Function_2021	histone deacetylase binding (GO:0042826)	6.999555e-01	8.444497e-01	0	0	8.625919e-01	3.077197e-01	HDAC5;NIPBL;HSP90AA1;TAL1;LEF1;PRDM1;PHB
GO_Molecular_Function_2021	guanyl-nucleotide exchange factor activity (GO:0005085)	7.063654e-01	8.444497e-01	0	0	8.753904e-01	3.043055e-01	PCP2;RIC8A;RABIF;NUCB1;PREB;RIN3;LAMTOR2;LAMTOR1;RASGRP2;EIF2B1;LAMTOR4
GO_Molecular_Function_2021	alpha-tubulin binding (GO:0043014)	7.076211e-01	8.444497e-01	0	0	8.181818e-01	2.829653e-01	SNCA;ARL8B
GO_Molecular_Function_2021	amino acid transmembrane transporter activity (GO:0015171)	7.076211e-01	8.444497e-01	0	0	8.181818e-01	2.829653e-01	SLC38A10;SLC38A5
GO_Molecular_Function_2021	ion channel activity (GO:0005216)	7.076211e-01	8.444497e-01	0	0	8.181818e-01	2.829653e-01	P2RX5;P2RX1
GO_Molecular_Function_2021	receptor ligand activity (GO:0048018)	7.123395e-01	8.444497e-01	0	0	8.508659e-01	2.886142e-01	LRPAP1;TGFB1;WNT11;CCL5;MIF;TIMP1;HMGB1
GO_Molecular_Function_2021	RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	BRD4
GO_Molecular_Function_2021	solute:proton symporter activity (GO:0015295)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	CTNS
GO_Molecular_Function_2021	amino acid binding (GO:0016597)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	SHMT2
GO_Molecular_Function_2021	transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	ACVR1
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase adaptor activity (GO:0005068)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	SH2B3
GO_Molecular_Function_2021	voltage-gated calcium channel activity (GO:0005245)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	CATSPER1
GO_Molecular_Function_2021	cholesterol transfer activity (GO:0120020)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	NPC2
GO_Molecular_Function_2021	deoxyribonuclease activity (GO:0004536)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	MBD4
GO_Molecular_Function_2021	lysophosphatidic acid acyltransferase activity (GO:0042171)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	AGPAT1
GO_Molecular_Function_2021	mRNA methyltransferase activity (GO:0008174)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	PCIF1
GO_Molecular_Function_2021	phosphatidylinositol phosphate kinase activity (GO:0016307)	7.176108e-01	8.444497e-01	0	0	8.183145e-01	2.715396e-01	PIK3CG
GO_Molecular_Function_2021	PDZ domain binding (GO:0030165)	7.298472e-01	8.574834e-01	0	0	7.939241e-01	2.500226e-01	PTEN;F11R;TBC1D10A
GO_Molecular_Function_2021	4 iron, 4 sulfur cluster binding (GO:0051539)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	ISCU
GO_Molecular_Function_2021	sterol transfer activity (GO:0120015)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	NPC2
GO_Molecular_Function_2021	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	TCIRG1
GO_Molecular_Function_2021	calcium activated cation channel activity (GO:0005227)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	ANO6
GO_Molecular_Function_2021	calcium-release channel activity (GO:0015278)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	RASA3
GO_Molecular_Function_2021	CCR chemokine receptor binding (GO:0048020)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	CCL5
GO_Molecular_Function_2021	zinc ion transmembrane transporter activity (GO:0005385)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	SLC39A3
GO_Molecular_Function_2021	exoribonuclease activity (GO:0004532)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	EXOSC7
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	ADA
GO_Molecular_Function_2021	Notch binding (GO:0005112)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	KCTD10
GO_Molecular_Function_2021	phospholipase C activity (GO:0004629)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	CCL5
GO_Molecular_Function_2021	potassium ion transmembrane transporter activity (GO:0015079)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	TMEM175
GO_Molecular_Function_2021	proton-transporting ATPase activity, rotational mechanism (GO:0046961)	7.458661e-01	8.579951e-01	0	0	7.500608e-01	2.199247e-01	TCIRG1
GO_Molecular_Function_2021	manganese ion binding (GO:0030145)	7.465370e-01	8.579951e-01	0	0	7.711779e-01	2.254231e-01	ARG2;XPNPEP1;SOD2
GO_Molecular_Function_2021	endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)	7.488669e-01	8.593364e-01	0	0	7.498783e-01	2.168603e-01	POP7;ELAC2
GO_Molecular_Function_2021	receptor tyrosine kinase binding (GO:0030971)	7.623918e-01	8.735000e-01	0	0	7.496954e-01	2.033884e-01	PTPN1;PITPNM2;SH2B3
GO_Molecular_Function_2021	Hsp90 protein binding (GO:0051879)	7.675469e-01	8.742144e-01	0	0	7.198247e-01	1.904337e-01	UNC45A;PPP5C
GO_Molecular_Function_2021	L-amino acid transmembrane transporter activity (GO:0015179)	7.675469e-01	8.742144e-01	0	0	7.198247e-01	1.904337e-01	CTNS;SLC38A5
GO_Molecular_Function_2021	sialyltransferase activity (GO:0008373)	7.712960e-01	8.742144e-01	0	0	6.923077e-01	1.797806e-01	ST3GAL3
GO_Molecular_Function_2021	acylglycerol O-acyltransferase activity (GO:0016411)	7.712960e-01	8.742144e-01	0	0	6.923077e-01	1.797806e-01	AGPAT1
GO_Molecular_Function_2021	hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)	7.712960e-01	8.742144e-01	0	0	6.923077e-01	1.797806e-01	DNPH1
GO_Molecular_Function_2021	nuclear import signal receptor activity (GO:0061608)	7.712960e-01	8.742144e-01	0	0	6.923077e-01	1.797806e-01	KPNA6
GO_Molecular_Function_2021	phosphatidylinositol kinase activity (GO:0052742)	7.712960e-01	8.742144e-01	0	0	6.923077e-01	1.797806e-01	PIK3CG
GO_Molecular_Function_2021	thiol-dependent deubiquitinase (GO:0004843)	7.734053e-01	8.752626e-01	0	0	7.819079e-01	2.009129e-01	VCPIP1;COPS5;USP5;USP10;USP22;USP12
GO_Molecular_Function_2021	thyroid hormone receptor binding (GO:0046966)	7.850051e-01	8.870318e-01	0	0	6.920829e-01	1.675291e-01	TACC1;GAS2L1
GO_Molecular_Function_2021	phospholipid transfer activity (GO:0120014)	7.941830e-01	8.952194e-01	0	0	6.428050e-01	1.481289e-01	PITPNM2
GO_Molecular_Function_2021	deubiquitinase activity (GO:0101005)	7.946738e-01	8.952194e-01	0	0	7.597586e-01	1.746104e-01	VCPIP1;COPS5;USP5;USP10;USP22;USP12
